,state,Year,Uninsured: %
16869,NY,2006,14.7
16870,NY,2014,6.9
16871,NY,2013,8.4
16872,NY,2012,8.6
16873,NY,2011,9.7
16874,NY,2010,10.0
16875,NY,2009,9.7
16876,NY,2008,9.1
16877,NY,2007,13.6
16878,NY,2006,13.5
16879,NY,2014,8.8
16880,NY,2013,11.2
16881,NY,2012,12.1
16882,NY,2011,12.0
16883,NY,2010,13.5
16884,NY,2009,13.8
16885,NY,2008,14.4
16886,NY,2007,19.1
16887,NY,2006,18.2
16888,NY,2014,10.8
16889,NY,2013,12.9
16890,NY,2012,14.2
16891,NY,2011,14.1
16892,NY,2010,16.1
16893,NY,2009,16.9
16894,NY,2008,15.8
16895,NY,2007,18.3
16896,NY,2006,18.9
16897,NY,2014,9.0
16898,NY,2013,10.4
16899,NY,2012,11.2
16900,NY,2011,11.4
16901,NY,2010,12.9
16902,NY,2009,11.9
16903,NY,2008,11.9
16904,NY,2007,15.0
16905,NY,2006,15.5
16906,NY,2014,8.0
16907,NY,2013,10.1
16908,NY,2012,11.1
16909,NY,2011,11.7
16910,NY,2010,11.4
16911,NY,2009,9.9
16912,NY,2008,11.1
16913,NY,2007,14.7
16914,NY,2006,14.1
16915,NY,2014,8.9
16916,NY,2013,10.6
16917,NY,2012,11.3
16918,NY,2011,11.7
16919,NY,2010,13.0
16920,NY,2009,13.6
16921,NY,2008,15.3
16922,NY,2007,16.4
16923,NY,2006,17.0
16924,NY,2014,9.7
16925,NY,2013,13.3
16926,NY,2012,12.6
16927,NY,2011,14.7
16928,NY,2010,17.2
16929,NY,2009,14.2
16930,NY,2008,18.6
16931,NY,2007,26.1
16932,NY,2006,25.9
16933,NY,2014,8.3
16934,NY,2013,11.0
16935,NY,2012,11.3
16936,NY,2011,11.3
16937,NY,2010,12.7
16938,NY,2009,11.5
16939,NY,2008,12.5
16940,NY,2007,14.3
16941,NY,2006,14.9
16942,NY,2014,8.2
16943,NY,2013,10.4
16944,NY,2012,11.1
16945,NY,2011,11.0
16946,NY,2010,13.4
16947,NY,2009,12.2
16948,NY,2008,12.9
16949,NY,2007,20.6
16950,NY,2006,19.1
16951,NY,2014,12.4
16952,NY,2013,14.8
16953,NY,2012,15.2
16954,NY,2011,15.7
16955,NY,2010,16.2
16956,NY,2009,15.7
16957,NY,2008,14.9
16958,NY,2007,17.0
16959,NY,2006,17.2
16960,NY,2014,9.4
16961,NY,2013,12.2
16962,NY,2012,12.4
16963,NY,2011,12.8
16964,NY,2010,13.3
16965,NY,2009,12.1
16966,NY,2008,12.7
16967,NY,2007,16.4
16968,NY,2006,16.0
16969,NY,2014,6.9
16970,NY,2013,9.1
16971,NY,2012,9.5
16972,NY,2011,9.3
16973,NY,2010,10.5
16974,NY,2009,10.4
16975,NY,2008,11.5
16976,NY,2007,14.6
16977,NY,2006,13.8
16978,NY,2014,7.2
16979,NY,2013,8.7
16980,NY,2012,9.5
16981,NY,2011,9.8
16982,NY,2010,11.4
16983,NY,2009,10.6
16984,NY,2008,12.4
16985,NY,2007,13.4
16986,NY,2006,13.6
16987,NY,2014,7.0
16988,NY,2013,9.4
16989,NY,2012,9.1
16990,NY,2011,10.1
16991,NY,2010,10.0
16992,NY,2009,9.3
16993,NY,2008,8.5
16994,NY,2007,10.8
16995,NY,2006,11.6
16996,NY,2014,8.3
16997,NY,2013,11.6
16998,NY,2012,11.3
16999,NY,2011,10.8
17000,NY,2010,13.0
17001,NY,2009,11.3
17002,NY,2008,12.3
17003,NY,2007,13.2
17004,NY,2006,14.2
17005,NY,2014,7.2
17006,NY,2013,10.3
17007,NY,2012,10.0
17008,NY,2011,10.0
17009,NY,2010,11.6
17010,NY,2009,10.5
17011,NY,2008,10.1
17012,NY,2007,13.9
17013,NY,2006,15.1
17014,NY,2014,8.9
17015,NY,2013,10.9
17016,NY,2012,11.4
17017,NY,2011,12.3
17018,NY,2010,12.4
17019,NY,2009,13.2
17020,NY,2008,11.5
17021,NY,2007,14.9
17022,NY,2006,17.8
17023,NY,2014,7.2
17024,NY,2013,10.2
17025,NY,2012,9.8
17026,NY,2011,10.8
17027,NY,2010,11.2
17028,NY,2009,10.4
17029,NY,2008,11.5
17030,NY,2007,13.4
17031,NY,2006,12.6
17032,NY,2014,7.8
17033,NY,2013,10.1
17034,NY,2012,10.8
17035,NY,2011,11.0
17036,NY,2010,10.4
17037,NY,2009,11.1
17038,NY,2008,12.0
17039,NY,2007,14.3
17040,NY,2006,14.1
17041,NY,2014,7.2
17042,NY,2013,10.5
17043,NY,2012,9.6
17044,NY,2011,10.8
17045,NY,2010,11.8
17046,NY,2009,10.5
17047,NY,2008,10.9
17048,NY,2007,15.0
17049,NY,2006,14.5
17050,NY,2014,7.2
17051,NY,2013,8.8
17052,NY,2012,8.7
17053,NY,2011,9.5
17054,NY,2010,10.6
17055,NY,2009,9.7
17056,NY,2008,9.4
17057,NY,2007,15.0
17058,NY,2006,15.2
17059,NY,2014,8.2
17060,NY,2013,10.5
17061,NY,2012,11.0
17062,NY,2011,11.7
17063,NY,2010,11.9
17064,NY,2009,12.2
17065,NY,2008,13.0
17066,NY,2007,15.6
17067,NY,2006,17.4
17068,NY,2014,9.3
17069,NY,2013,11.1
17070,NY,2012,11.5
17071,NY,2011,11.7
17072,NY,2010,13.0
17073,NY,2009,13.0
17074,NY,2008,13.7
17075,NY,2007,14.5
17076,NY,2006,14.3
17077,NY,2014,8.2
17078,NY,2013,10.2
17079,NY,2012,10.4
17080,NY,2011,10.9
17081,NY,2010,11.6
17082,NY,2009,11.1
17083,NY,2008,10.9
17084,NY,2007,13.4
17085,NY,2006,14.7
17086,NY,2014,9.0
17087,NY,2013,12.3
17088,NY,2012,11.2
17089,NY,2011,11.1
17090,NY,2010,13.0
17091,NY,2009,11.9
17092,NY,2008,11.1
17093,NY,2007,17.6
17094,NY,2006,20.4
17095,NY,2014,7.3
17096,NY,2013,9.1
17097,NY,2012,9.4
17098,NY,2011,9.2
17099,NY,2010,9.9
17100,NY,2009,8.0
17101,NY,2008,9.9
17102,NY,2007,14.1
17103,NY,2006,14.1
17104,NY,2014,15.9
17105,NY,2013,19.2
17106,NY,2012,19.2
17107,NY,2011,20.4
17108,NY,2010,20.7
17109,NY,2009,19.0
17110,NY,2008,19.4
17111,NY,2007,19.6
17112,NY,2006,19.8
17113,NY,2014,6.7
17114,NY,2013,8.4
17115,NY,2012,9.1
17116,NY,2011,9.8
17117,NY,2010,10.8
17118,NY,2009,9.6
17119,NY,2008,10.7
17120,NY,2007,12.7
17121,NY,2006,12.8
17122,NY,2014,7.9
17123,NY,2013,10.2
17124,NY,2012,9.9
17125,NY,2011,9.7
17126,NY,2010,9.7
17127,NY,2009,9.9
17128,NY,2008,10.7
17129,NY,2007,13.1
17130,NY,2006,13.3
17131,NY,2014,8.9
17132,NY,2013,11.2
17133,NY,2012,10.8
17134,NY,2011,11.7
17135,NY,2010,12.2
17136,NY,2009,10.6
17137,NY,2008,11.4
17138,NY,2007,12.9
17139,NY,2006,12.6
17140,NY,2014,8.9
17141,NY,2013,12.1
17142,NY,2012,12.2
17143,NY,2011,12.4
17144,NY,2010,15.6
17145,NY,2009,12.0
17146,NY,2008,12.7
17147,NY,2007,16.1
17148,NY,2006,16.5
17149,NY,2014,5.4
17150,NY,2013,7.3
17151,NY,2012,7.3
17152,NY,2011,8.0
17153,NY,2010,9.2
17154,NY,2009,9.2
17155,NY,2008,9.6
17156,NY,2007,12.9
17157,NY,2006,12.5
17158,NY,2014,7.7
17159,NY,2013,9.6
17160,NY,2012,9.1
17161,NY,2011,10.6
17162,NY,2010,11.8
17163,NY,2009,10.6
17164,NY,2008,11.3
17165,NY,2007,12.7
17166,NY,2006,12.4
17167,NY,2014,8.3
17168,NY,2013,10.8
17169,NY,2012,10.6
17170,NY,2011,11.2
17171,NY,2010,12.1
17172,NY,2009,11.8
17173,NY,2008,11.9
17174,NY,2007,15.0
17175,NY,2006,16.4
17176,NY,2014,7.4
17177,NY,2013,10.9
17178,NY,2012,10.8
17179,NY,2011,11.8
17180,NY,2010,12.8
17181,NY,2009,12.7
17182,NY,2008,13.7
17183,NY,2007,15.6
17184,NY,2006,15.5
17185,NY,2014,9.0
17186,NY,2013,10.3
17187,NY,2012,11.5
17188,NY,2011,11.5
17189,NY,2010,13.4
17190,NY,2009,13.1
17191,NY,2008,13.5
17192,NY,2007,15.8
17193,NY,2006,16.4
17194,NY,2014,8.2
17195,NY,2013,11.3
17196,NY,2012,11.2
17197,NY,2011,12.4
17198,NY,2010,12.8
17199,NY,2009,11.5
17200,NY,2008,11.7
17201,NY,2007,13.6
17202,NY,2006,13.5
17203,NY,2014,8.7
17204,NY,2013,10.7
17205,NY,2012,11.5
17206,NY,2011,11.3
17207,NY,2010,11.8
17208,NY,2009,11.5
17209,NY,2008,11.4
17210,NY,2007,13.4
17211,NY,2006,14.1
17212,NY,2014,10.7
17213,NY,2013,14.5
17214,NY,2012,13.9
17215,NY,2011,14.3
17216,NY,2010,15.7
17217,NY,2009,14.7
17218,NY,2008,16.1
17219,NY,2007,18.4
17220,NY,2006,19.0
17221,NY,2014,6.8
17222,NY,2013,9.4
17223,NY,2012,9.3
17224,NY,2011,9.8
17225,NY,2010,11.0
17226,NY,2009,10.1
17227,NY,2008,10.1
17228,NY,2007,12.8
17229,NY,2006,13.7
17230,NY,2014,8.1
17231,NY,2013,11.6
17232,NY,2012,11.3
17233,NY,2011,11.3
17234,NY,2010,11.9
17235,NY,2009,10.2
17236,NY,2008,10.6
17237,NY,2007,24.0
17238,NY,2006,26.7
17239,NY,2014,9.2
17240,NY,2013,12.6
17241,NY,2012,13.4
17242,NY,2011,12.7
17243,NY,2010,13.1
17244,NY,2009,13.5
17245,NY,2008,13.6
17246,NY,2007,18.6
17247,NY,2006,19.0
17248,NY,2014,7.3
17249,NY,2013,10.1
17250,NY,2012,10.7
17251,NY,2011,10.3
17252,NY,2010,12.0
17253,NY,2009,11.6
17254,NY,2008,12.4
17255,NY,2007,15.2
17256,NY,2006,14.9
17257,NY,2014,8.7
17258,NY,2013,10.9
17259,NY,2012,11.3
17260,NY,2011,11.4
17261,NY,2010,13.4
17262,NY,2009,13.2
17263,NY,2008,14.2
17264,NY,2007,15.4
17265,NY,2006,14.8
17266,NY,2014,7.8
17267,NY,2013,10.1
17268,NY,2012,10.4
17269,NY,2011,11.3
17270,NY,2010,11.5
17271,NY,2009,11.1
17272,NY,2008,10.9
17273,NY,2007,13.8
17274,NY,2006,14.3
17275,NY,2014,10.3
17276,NY,2013,11.9
17277,NY,2012,12.3
17278,NY,2011,12.2
17279,NY,2010,12.7
17280,NY,2009,12.0
17281,NY,2008,11.8
17282,NY,2007,14.9
17283,NY,2006,17.0
17284,NY,2014,7.3
17285,NY,2013,9.7
17286,NY,2012,10.7
17287,NY,2011,11.3
17288,NY,2010,12.1
17289,NY,2009,12.9
17290,NY,2008,12.8
17291,NY,2007,16.4
17292,NY,2006,15.4
17293,NY,2014,12.5
17294,NY,2013,13.9
17295,NY,2012,14.1
17296,NY,2011,12.7
17297,NY,2010,14.8
17298,NY,2009,13.7
17299,NY,2008,14.6
17300,NY,2007,16.8
17301,NY,2006,16.0
17302,NC,2014,15.2
17303,NC,2013,18.1
17304,NC,2012,19.0
17305,NC,2011,18.7
17306,NC,2010,19.1
17307,NC,2009,18.0
17308,NC,2008,17.4
17309,NC,2007,18.2
17310,NC,2006,18.6
17311,NC,2014,16.5
17312,NC,2013,19.5
17313,NC,2012,20.3
17314,NC,2011,20.6
17315,NC,2010,21.3
17316,NC,2009,19.0
17317,NC,2008,18.8
17318,NC,2007,19.5
17319,NC,2006,21.1
17320,NC,2014,16.2
17321,NC,2013,17.5
17322,NC,2012,19.4
17323,NC,2011,19.5
17324,NC,2010,20.2
17325,NC,2009,20.1
17326,NC,2008,18.4
17327,NC,2007,17.3
17328,NC,2006,16.4
17329,NC,2014,21.0
17330,NC,2013,25.7
17331,NC,2012,26.9
17332,NC,2011,27.2
17333,NC,2010,30.1
17334,NC,2009,23.8
17335,NC,2008,23.0
17336,NC,2007,23.0
17337,NC,2006,25.7
17338,NC,2014,16.7
17339,NC,2013,19.1
17340,NC,2012,18.7
17341,NC,2011,17.4
17342,NC,2010,18.1
17343,NC,2009,18.4
17344,NC,2008,18.1
17345,NC,2007,14.2
17346,NC,2006,14.0
17347,NC,2014,19.8
17348,NC,2013,23.4
17349,NC,2012,24.2
17350,NC,2011,22.4
17351,NC,2010,23.0
17352,NC,2009,21.4
17353,NC,2008,21.2
17354,NC,2007,21.7
17355,NC,2006,25.2
17356,NC,2014,20.7
17357,NC,2013,24.7
17358,NC,2012,26.2
17359,NC,2011,25.5
17360,NC,2010,25.4
17361,NC,2009,23.6
17362,NC,2008,23.5
17363,NC,2007,26.5
17364,NC,2006,25.7
17365,NC,2014,15.6
17366,NC,2013,19.6
17367,NC,2012,20.1
17368,NC,2011,19.1
17369,NC,2010,18.9
17370,NC,2009,20.0
17371,NC,2008,18.2
17372,NC,2007,17.8
17373,NC,2006,18.9
17374,NC,2014,14.4
17375,NC,2013,17.3
17376,NC,2012,17.4
17377,NC,2011,17.3
17378,NC,2010,17.6
17379,NC,2009,19.1
17380,NC,2008,18.1
17381,NC,2007,16.6
17382,NC,2006,14.8
17383,NC,2014,18.6
17384,NC,2013,20.4
17385,NC,2012,23.0
17386,NC,2011,21.7
17387,NC,2010,21.5
17388,NC,2009,18.7
17389,NC,2008,18.1
17390,NC,2007,14.5
17391,NC,2006,16.4
17392,NC,2014,17.4
17393,NC,2013,19.4
17394,NC,2012,20.4
17395,NC,2011,19.7
17396,NC,2010,19.9
17397,NC,2009,19.1
17398,NC,2008,23.0
17399,NC,2007,19.8
17400,NC,2006,20.7
17401,NC,2014,15.0
17402,NC,2013,20.0
17403,NC,2012,20.4
17404,NC,2011,20.1
17405,NC,2010,20.9
17406,NC,2009,18.3
17407,NC,2008,17.6
17408,NC,2007,18.6
17409,NC,2006,19.3
17410,NC,2014,17.2
17411,NC,2013,19.7
17412,NC,2012,20.7
17413,NC,2011,20.5
17414,NC,2010,20.1
17415,NC,2009,20.8
17416,NC,2008,19.2
17417,NC,2007,16.5
17418,NC,2006,17.2
17419,NC,2014,13.4
17420,NC,2013,16.3
17421,NC,2012,17.6
17422,NC,2011,17.7
17423,NC,2010,18.4
17424,NC,2009,16.2
17425,NC,2008,16.7
17426,NC,2007,18.2
17427,NC,2006,17.5
17428,NC,2014,17.0
17429,NC,2013,19.6
17430,NC,2012,18.4
17431,NC,2011,19.1
17432,NC,2010,19.3
17433,NC,2009,20.6
17434,NC,2008,19.3
17435,NC,2007,14.5
17436,NC,2006,15.2
17437,NC,2014,13.3
17438,NC,2013,15.8
17439,NC,2012,15.5
17440,NC,2011,15.9
17441,NC,2010,16.0
17442,NC,2009,15.7
17443,NC,2008,18.6
17444,NC,2007,21.7
17445,NC,2006,21.2
17446,NC,2014,16.3
17447,NC,2013,18.9
17448,NC,2012,20.4
17449,NC,2011,19.0
17450,NC,2010,19.1
17451,NC,2009,17.9
17452,NC,2008,19.3
17453,NC,2007,19.4
17454,NC,2006,19.5
17455,NC,2014,15.8
17456,NC,2013,17.2
17457,NC,2012,18.7
17458,NC,2011,18.3
17459,NC,2010,18.9
17460,NC,2009,17.7
17461,NC,2008,18.1
17462,NC,2007,17.0
17463,NC,2006,17.8
17464,NC,2014,15.4
17465,NC,2013,18.4
17466,NC,2012,19.3
17467,NC,2011,19.5
17468,NC,2010,20.4
17469,NC,2009,19.3
17470,NC,2008,18.4
17471,NC,2007,17.2
17472,NC,2006,17.3
17473,NC,2014,15.7
17474,NC,2013,19.3
17475,NC,2012,19.5
17476,NC,2011,19.2
17477,NC,2010,20.0
17478,NC,2009,18.0
17479,NC,2008,19.3
17480,NC,2007,24.6
17481,NC,2006,25.0
17482,NC,2014,19.2
17483,NC,2013,22.3
17484,NC,2012,21.6
17485,NC,2011,21.6
17486,NC,2010,21.9
17487,NC,2009,20.3
17488,NC,2008,20.6
17489,NC,2007,21.1
17490,NC,2006,22.0
17491,NC,2014,16.3
17492,NC,2013,18.3
17493,NC,2012,18.2
17494,NC,2011,19.1
17495,NC,2010,18.4
17496,NC,2009,18.0
17497,NC,2008,17.6
17498,NC,2007,17.2
17499,NC,2006,17.3
17500,NC,2014,19.0
17501,NC,2013,22.0
17502,NC,2012,22.4
17503,NC,2011,21.8
17504,NC,2010,22.1
17505,NC,2009,20.4
17506,NC,2008,21.5
17507,NC,2007,22.8
17508,NC,2006,23.0
17509,NC,2014,14.1
17510,NC,2013,16.4
17511,NC,2012,18.2
17512,NC,2011,18.0
17513,NC,2010,17.6
17514,NC,2009,18.4
17515,NC,2008,17.6
17516,NC,2007,14.4
17517,NC,2006,14.7
17518,NC,2014,18.2
17519,NC,2013,20.6
17520,NC,2012,21.3
17521,NC,2011,21.3
17522,NC,2010,21.5
17523,NC,2009,20.1
17524,NC,2008,19.0
17525,NC,2007,15.2
17526,NC,2006,17.0
17527,NC,2014,14.5
17528,NC,2013,17.0
17529,NC,2012,18.1
17530,NC,2011,18.7
17531,NC,2010,17.6
17532,NC,2009,16.6
17533,NC,2008,15.2
17534,NC,2007,19.4
17535,NC,2006,18.3
17536,NC,2014,13.4
17537,NC,2013,15.7
17538,NC,2012,17.1
17539,NC,2011,16.4
17540,NC,2010,17.2
17541,NC,2009,16.1
17542,NC,2008,14.3
17543,NC,2007,16.3
17544,NC,2006,17.1
17545,NC,2014,15.0
17546,NC,2013,17.8
17547,NC,2012,17.9
17548,NC,2011,17.7
17549,NC,2010,18.0
17550,NC,2009,18.2
17551,NC,2008,17.8
17552,NC,2007,22.4
17553,NC,2006,22.3
17554,NC,2014,17.2
17555,NC,2013,20.4
17556,NC,2012,20.7
17557,NC,2011,20.3
17558,NC,2010,21.7
17559,NC,2009,19.2
17560,NC,2008,18.1
17561,NC,2007,22.7
17562,NC,2006,23.7
17563,NC,2014,15.5
17564,NC,2013,17.6
17565,NC,2012,18.5
17566,NC,2011,18.8
17567,NC,2010,19.9
17568,NC,2009,19.5
17569,NC,2008,18.4
17570,NC,2007,16.6
17571,NC,2006,16.6
17572,NC,2014,14.4
17573,NC,2013,18.3
17574,NC,2012,18.1
17575,NC,2011,16.3
17576,NC,2010,17.8
17577,NC,2009,16.4
17578,NC,2008,16.8
17579,NC,2007,19.8
17580,NC,2006,21.2
17581,NC,2014,23.2
17582,NC,2013,26.1
17583,NC,2012,26.4
17584,NC,2011,26.6
17585,NC,2010,28.4
17586,NC,2009,25.8
17587,NC,2008,23.9
17588,NC,2007,24.4
17589,NC,2006,27.5
17590,NC,2014,15.1
17591,NC,2013,17.8
17592,NC,2012,19.8
17593,NC,2011,19.3
17594,NC,2010,19.1
17595,NC,2009,17.6
17596,NC,2008,15.6
17597,NC,2007,18.2
17598,NC,2006,18.9
17599,NC,2014,14.5
17600,NC,2013,17.1
17601,NC,2012,17.9
17602,NC,2011,18.4
17603,NC,2010,18.8
17604,NC,2009,17.9
17605,NC,2008,16.8
17606,NC,2007,12.5
17607,NC,2006,12.1
17608,NC,2014,15.3
17609,NC,2013,17.4
17610,NC,2012,19.5
17611,NC,2011,18.7
17612,NC,2010,18.6
17613,NC,2009,17.1
17614,NC,2008,16.1
17615,NC,2007,17.3
17616,NC,2006,17.9
17617,NC,2014,17.5
17618,NC,2013,19.3
17619,NC,2012,20.9
17620,NC,2011,20.9
17621,NC,2010,20.3
17622,NC,2009,19.4
17623,NC,2008,19.6
17624,NC,2007,18.7
17625,NC,2006,18.6
17626,NC,2014,15.8
17627,NC,2013,18.1
17628,NC,2012,19.4
17629,NC,2011,19.2
17630,NC,2010,19.8
17631,NC,2009,18.8
17632,NC,2008,17.7
17633,NC,2007,14.9
17634,NC,2006,15.4
17635,NC,2014,14.3
17636,NC,2013,16.8
17637,NC,2012,17.1
17638,NC,2011,16.6
17639,NC,2010,17.8
17640,NC,2009,17.5
17641,NC,2008,19.9
17642,NC,2007,21.9
17643,NC,2006,20.8
17644,NC,2014,19.0
17645,NC,2013,22.2
17646,NC,2012,22.0
17647,NC,2011,22.7
17648,NC,2010,24.9
17649,NC,2009,22.6
17650,NC,2008,22.8
17651,NC,2007,22.7
17652,NC,2006,22.3
17653,NC,2014,14.6
17654,NC,2013,16.5
17655,NC,2012,18.7
17656,NC,2011,16.6
17657,NC,2010,17.8
17658,NC,2009,17.8
17659,NC,2008,17.6
17660,NC,2007,17.1
17661,NC,2006,17.6
17662,NC,2014,20.1
17663,NC,2013,22.3
17664,NC,2012,23.4
17665,NC,2011,23.2
17666,NC,2010,23.8
17667,NC,2009,23.0
17668,NC,2008,23.8
17669,NC,2007,25.3
17670,NC,2006,25.1
17671,NC,2014,14.8
17672,NC,2013,18.1
17673,NC,2012,19.5
17674,NC,2011,18.8
17675,NC,2010,19.4
17676,NC,2009,18.6
17677,NC,2008,15.9
17678,NC,2007,17.8
17679,NC,2006,19.0
17680,NC,2014,15.5
17681,NC,2013,17.2
17682,NC,2012,18.7
17683,NC,2011,18.5
17684,NC,2010,18.8
17685,NC,2009,18.3
17686,NC,2008,17.6
17687,NC,2007,13.9
17688,NC,2006,15.5
17689,NC,2014,15.5
17690,NC,2013,18.8
17691,NC,2012,19.8
17692,NC,2011,21.1
17693,NC,2010,20.4
17694,NC,2009,18.9
17695,NC,2008,20.7
17696,NC,2007,21.5
17697,NC,2006,21.9
17698,NC,2014,15.3
17699,NC,2013,18.7
17700,NC,2012,18.9
17701,NC,2011,18.5
17702,NC,2010,18.9
17703,NC,2009,19.0
17704,NC,2008,19.3
17705,NC,2007,16.8
17706,NC,2006,16.7
17707,NC,2014,17.1
17708,NC,2013,20.3
17709,NC,2012,21.7
17710,NC,2011,20.9
17711,NC,2010,21.6
17712,NC,2009,20.1
17713,NC,2008,19.8
17714,NC,2007,20.4
17715,NC,2006,20.8
17716,NC,2014,15.6
17717,NC,2013,17.4
17718,NC,2012,19.7
17719,NC,2011,17.6
17720,NC,2010,18.5
17721,NC,2009,18.2
17722,NC,2008,16.5
17723,NC,2007,15.6
17724,NC,2006,16.7
17725,NC,2014,17.0
17726,NC,2013,20.5
17727,NC,2012,22.4
17728,NC,2011,22.6
17729,NC,2010,21.7
17730,NC,2009,21.7
17731,NC,2008,21.9
17732,NC,2007,19.9
17733,NC,2006,20.4
17734,NC,2014,17.4
17735,NC,2013,23.7
17736,NC,2012,24.6
17737,NC,2011,23.6
17738,NC,2010,24.2
17739,NC,2009,21.6
17740,NC,2008,22.1
17741,NC,2007,18.9
17742,NC,2006,20.7
17743,NC,2014,14.7
17744,NC,2013,17.9
17745,NC,2012,18.6
17746,NC,2011,17.6
17747,NC,2010,18.1
17748,NC,2009,17.5
17749,NC,2008,17.1
17750,NC,2007,18.7
17751,NC,2006,19.1
17752,NC,2014,20.2
17753,NC,2013,24.3
17754,NC,2012,25.8
17755,NC,2011,26.2
17756,NC,2010,26.4
17757,NC,2009,21.8
17758,NC,2008,20.0
17759,NC,2007,23.5
17760,NC,2006,24.7
17761,NC,2014,16.0
17762,NC,2013,19.4
17763,NC,2012,21.1
17764,NC,2011,18.7
17765,NC,2010,19.7
17766,NC,2009,19.3
17767,NC,2008,19.8
17768,NC,2007,21.7
17769,NC,2006,22.4
17770,NC,2014,17.0
17771,NC,2013,21.5
17772,NC,2012,21.2
17773,NC,2011,21.0
17774,NC,2010,22.3
17775,NC,2009,20.8
17776,NC,2008,21.8
17777,NC,2007,20.9
17778,NC,2006,22.9
17779,NC,2014,17.5
17780,NC,2013,21.0
17781,NC,2012,21.7
17782,NC,2011,22.0
17783,NC,2010,21.8
17784,NC,2009,20.3
17785,NC,2008,20.5
17786,NC,2007,21.8
17787,NC,2006,21.9
17788,NC,2014,15.8
17789,NC,2013,19.5
17790,NC,2012,20.6
17791,NC,2011,19.7
17792,NC,2010,20.2
17793,NC,2009,19.5
17794,NC,2008,18.7
17795,NC,2007,15.6
17796,NC,2006,15.6
17797,NC,2014,15.3
17798,NC,2013,18.7
17799,NC,2012,18.3
17800,NC,2011,19.1
17801,NC,2010,20.6
17802,NC,2009,19.9
17803,NC,2008,20.5
17804,NC,2007,19.7
17805,NC,2006,19.9
17806,NC,2014,15.5
17807,NC,2013,17.7
17808,NC,2012,19.4
17809,NC,2011,17.2
17810,NC,2010,19.3
17811,NC,2009,19.8
17812,NC,2008,18.2
17813,NC,2007,16.7
17814,NC,2006,18.0
17815,NC,2014,20.8
17816,NC,2013,25.4
17817,NC,2012,25.6
17818,NC,2011,24.2
17819,NC,2010,24.8
17820,NC,2009,21.2
17821,NC,2008,22.2
17822,NC,2007,23.0
17823,NC,2006,23.3
17824,NC,2014,15.2
17825,NC,2013,17.9
17826,NC,2012,19.2
17827,NC,2011,18.6
17828,NC,2010,19.5
17829,NC,2009,19.2
17830,NC,2008,19.1
17831,NC,2007,18.6
17832,NC,2006,18.7
17833,NC,2014,15.1
17834,NC,2013,17.4
17835,NC,2012,19.2
17836,NC,2011,18.0
17837,NC,2010,18.9
17838,NC,2009,18.3
17839,NC,2008,17.9
17840,NC,2007,15.3
17841,NC,2006,16.2
17842,NC,2014,14.9
17843,NC,2013,18.5
17844,NC,2012,18.3
17845,NC,2011,18.2
17846,NC,2010,18.4
17847,NC,2009,17.3
17848,NC,2008,16.1
17849,NC,2007,19.1
17850,NC,2006,18.3
17851,NC,2014,16.1
17852,NC,2013,18.8
17853,NC,2012,18.0
17854,NC,2011,19.6
17855,NC,2010,19.5
17856,NC,2009,20.8
17857,NC,2008,20.1
17858,NC,2007,20.0
17859,NC,2006,21.9
17860,NC,2014,20.1
17861,NC,2013,23.4
17862,NC,2012,23.6
17863,NC,2011,23.7
17864,NC,2010,22.8
17865,NC,2009,22.4
17866,NC,2008,22.8
17867,NC,2007,21.9
17868,NC,2006,22.5
17869,NC,2014,15.0
17870,NC,2013,17.2
17871,NC,2012,18.2
17872,NC,2011,18.3
17873,NC,2010,18.7
17874,NC,2009,17.9
17875,NC,2008,17.9
17876,NC,2007,18.9
17877,NC,2006,20.3
17878,NC,2014,15.4
17879,NC,2013,17.7
17880,NC,2012,19.0
17881,NC,2011,17.7
17882,NC,2010,17.9
17883,NC,2009,18.2
17884,NC,2008,16.7
17885,NC,2007,16.7
17886,NC,2006,16.9
17887,NC,2014,14.5
17888,NC,2013,18.6
17889,NC,2012,18.5
17890,NC,2011,19.0
17891,NC,2010,18.7
17892,NC,2009,17.8
17893,NC,2008,16.0
17894,NC,2007,17.9
17895,NC,2006,18.8
17896,NC,2014,14.7
17897,NC,2013,16.6
17898,NC,2012,17.3
17899,NC,2011,17.3
17900,NC,2010,17.4
17901,NC,2009,17.2
17902,NC,2008,16.3
17903,NC,2007,14.7
17904,NC,2006,15.5
17905,NC,2014,11.5
17906,NC,2013,15.9
17907,NC,2012,16.9
17908,NC,2011,15.2
17909,NC,2010,16.0
17910,NC,2009,14.8
17911,NC,2008,14.8
17912,NC,2007,22.0
17913,NC,2006,22.8
17914,NC,2014,12.1
17915,NC,2013,15.3
17916,NC,2012,14.7
17917,NC,2011,16.4
17918,NC,2010,16.4
17919,NC,2009,14.1
17920,NC,2008,14.0
17921,NC,2007,22.8
17922,NC,2006,23.8
17923,NC,2014,16.2
17924,NC,2013,20.2
17925,NC,2012,19.3
17926,NC,2011,18.7
17927,NC,2010,19.6
17928,NC,2009,18.9
17929,NC,2008,20.0
17930,NC,2007,22.0
17931,NC,2006,21.1
17932,NC,2014,15.6
17933,NC,2013,17.1
17934,NC,2012,18.5
17935,NC,2011,17.6
17936,NC,2010,18.0
17937,NC,2009,18.3
17938,NC,2008,17.7
17939,NC,2007,18.7
17940,NC,2006,16.9
17941,NC,2014,16.3
17942,NC,2013,20.1
17943,NC,2012,21.1
